X,Y,OBJECTID,Station_Name,Station_Id,Fuel_Type,facility_type,Access_Hours,Current_Status,Accessability,Access_Details,Restricted_Access,Payment_Methods,Date_Last_Confirmed,Date_Last_Update,Open_Date,Availability_Date,Zipcode_Route,Address,City,Zipcode,State,Country,Latitude,Longitude,Directions,Federal_Owner,Phone_Number,Ownership_Type,EV_Network_Id,EV_Network,EV_Level1_EVSE_Ports,EV_Level2_EVSE_Ports,EV_DC_Fast_Ports,Total_Level2_DCFC_Ports,EV_Other_EVSE_Ports,EV_Connector_Types,EV_Network_Link,EV_Pricing,EV_Renewable_Source,Geocode_Status
-122.663442000088,45.6300360000267,572,CPU EC 3 ADA,154485,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:23:04+00,2020/03/14 00:00:00+00,,,1200 Fort Vancouver Way Covered Walkway Parki,Vancouver,98663,WA,US,45.630036,-122.663442,,,888-758-4389,,USCPIL1969071,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.533213500148,45.6178814999739,573,"Walgreens 13503 SE MILL PLAIN,  VANCOUVER",154673,ELEC,,"Mon 8:00am - 8:00pm; Tue 8:00am - 8:00pm; Wed 8:00am - 8:00pm; Thu 8:00am - 8:00pm; Fri 8:00am - 8:00pm; Sat 8:00am - 8:00pm; Sun 8:00am - 8:00pm",E,Public,,False,,2023/08/07 00:00:00+00,2023/08/07 01:11:16+00,2020/03/13 00:00:00+00,,,13503 Se Mill Plain,Vancouver,98684,WA,US,45.6178815,-122.5332135,,,888-264-2208,,facfdd83-4f6f-4fe2-8bbd-fa235819fe41,Volta,0,2,0,2,,J1772,https://voltacharging.com/,,,GPS
-122.935248999782,46.9529380000744,574,Pilot Travel Center - Tesla Supercharger,154791,ELEC,TRUCK_STOP,24 hours daily,E,Public,,,,2023/07/01 00:00:00+00,2023/07/14 19:41:28+00,2020/03/27 00:00:00+00,,,2430 93rd Avenue Southwest,Tumwater,98512,WA,US,46.952938,-122.935249,,,877-798-3752,P,6377,Tesla,0,0,8,8,,Tesla,https://www.tesla.com/supercharger,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",,GPS
-122.583536000369,45.6595829998087,575,Vancouver Mall - Tesla Supercharger,154794,ELEC,SHOPPING_MALL,24 hours daily,E,Public,,,,2023/07/01 00:00:00+00,2023/07/14 19:41:28+00,2020/03/27 00:00:00+00,,,8700 NE Vancouver Mall Drive,Vancouver,98662,WA,US,45.659583,-122.583536,,,877-798-3752,P,9356,Tesla,0,0,8,8,,Tesla,https://www.tesla.com/supercharger,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",,GPS
-122.920589000096,47.0275900001513,576,Office Park,155129,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:01:20+00,2020/04/02 00:00:00+00,,,2404 Heritage Court SW,Olympia,98502,WA,US,47.02759,-122.920589,.||,,888-998-2546,,465ba1dd-d734-8158-93cc-330000312616,Blink Network,0,3,0,3,,J1772,http://www.blinkcharging.com/,Free,,GPS
-124.38523599981,47.9429209997492,577,Dew Drop Inn - Tesla Supercharger,155169,ELEC,INN,24 hours daily,E,Public,,,,2023/07/01 00:00:00+00,2023/07/14 19:41:28+00,2020/04/03 00:00:00+00,,,100 Fern Hill Road,Forks,98331,WA,US,47.942921,-124.385236,,,877-798-3752,P,8550,Tesla,0,0,8,8,,Tesla,https://www.tesla.com/supercharger,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",,GPS
-122.236179999866,47.3833000001836,578,"BOA 5-119 Kent, WA",155325,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:02:37+00,2020/04/11 00:00:00+00,,,"311 4th. Ave. N. Kent, Washington 98032",Kent,98032,WA,US,47.3833,-122.23618,,,833-632-2778,,200208,Electrify America,0,1,3,4,,"CHAdeMO, J1772, CCS",https://www.electrifyamerica.com/,,,GPS
-122.338658000068,47.6241870000429,579,Bigness,155334,ELEC,,,E,Public,,,,2023/06/20 00:00:00+00,2023/06/20 00:10:27+00,2020/04/14 00:00:00+00,,,515 Westlake Avenue North,Seattle,98109,WA,US,47.624187,-122.338658,,,800-663-5633,,4394,SemaCharge Network,0,3,0,3,,J1772,https://semaconnect.com/,FREE,,GPS
-122.32411499966,47.6039629998644,580,531619 : Apollo Eight LLC,155337,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:03:01+00,2020/04/14 00:00:00+00,,,325 9th Avenue,Seattle,98104,WA,US,47.603963,-122.324115,,,800-663-5633,,4391,SemaCharge Network,0,6,0,6,,J1772,https://semaconnect.com/,FREE,,GPS
-117.561398999777,47.642530999834,581,STCU Airway Heights,155375,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:07:00+00,2020/04/10 00:00:00+00,,,10811 W ST RT 2 HWY,Airway Heights,99001,WA,US,47.642531,-117.561399,,,866-816-7584,,d650e3ea-8962-43e8-882c-39f1c53f78e1,EV Connect,0,2,0,2,,J1772,http://evconnect.com/,,,GPS
-117.681838000211,47.5716120001569,582,Sunwest Automotive Engine Inc,155376,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:07:00+00,2020/04/10 00:00:00+00,,,210 S Broad St,Medical Lake,99022,WA,US,47.571612,-117.681838,,,866-816-7584,,bb1439df-edb3-46fe-83d8-eba42b5f68b1,EV Connect,0,2,0,2,,J1772,http://evconnect.com/,,,GPS
-122.34528299983,47.6121540000003,583,PA PA CHARGER,155465,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:25:57+00,2020/04/21 00:00:00+00,,,2125 1st Ave,Seattle,98121,WA,US,47.612154,-122.345283,,,888-758-4389,,USCPIL2090061,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.127102999841,47.6191029999279,584,BELLEVUE X-ROADS CC,155534,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:25+00,2020/04/23 00:00:00+00,,,16000 NE 10th St,Bellevue,98008,WA,US,47.619103,-122.127103,,,888-758-4389,,USCPIL2111981,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.122475999697,47.6182199997132,585,BELLEVUE X-ROADS PARK 1,155535,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:24+00,2020/04/23 00:00:00+00,,,999 164th Ave NE,Bellevue,98008,WA,US,47.61822,-122.122476,,,888-758-4389,,USCPIL2110531,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.294247999943,47.8101299998351,586,HUDSON NRTHVIEW STATION 3,156212,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:27:39+00,2020/05/12 00:00:00+00,,,20800 44th Ave W,Lynnwood,98036,WA,US,47.81013,-122.294248,,,888-758-4389,,USCPIL2938081,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.295342999562,47.8106999998291,587,HUDSON NRTHVIEW STATION 1,156213,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:27:29+00,2020/05/12 00:00:00+00,,,20816 44th Ave W,Lynnwood,98036,WA,US,47.8107,-122.295343,,,888-758-4389,,USCPIL2667681,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-119.789510000218,46.2199959998758,588,Prosser,156215,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:00:07+00,2020/05/12 00:00:00+00,,,40 Merlot Drive,Prosser,99350,WA,US,46.219996,-119.78951,,,855-900-7584,,2474,SHELL_RECHARGE,0,0,1,1,,"CHAdeMO, CCS",https://shellrecharge.com/en-us/solutions,,,GPS
-119.281584000044,47.1285199997177,589,EN Moses Lake,156236,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:00:01+00,2020/05/13 00:00:00+00,,,312 W Third Ave.,Moses Lake,98837,WA,US,47.12852,-119.281584,,,855-900-7584,,2284,SHELL_RECHARGE,0,0,1,1,,"CHAdeMO, CCS",https://shellrecharge.com/en-us/solutions,,,GPS
-122.330168999685,47.6174620002447,590,Metpark North Garage,156472,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:02:26+00,2020/03/25 00:00:00+00,,,1220 Howell Street,Seattle,98101,WA,US,47.617462,-122.330169,,,800-663-5633,,4492,SemaCharge Network,0,3,0,3,,J1772,https://semaconnect.com/,$0.00-$5.00/Hr Variable Parking Fee,,GPS
-122.584771999555,47.31804599998,591,Best Western - Wesley Inn & Suites,158634,ELEC,HOTEL,"24 hours daily; for guest use only; see front desk for access",E,Public,,True,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/06/05 00:00:00+00,,,6575 Kimball Dr,Gig Harbor,98335,WA,US,47.318046,-122.584772,,,253-858-9690,P,,Non-Networked,0,1,0,1,,J1772,,Free,,GPS
-122.624526000121,47.5638830002096,592,Kitsap Transit - Harborside Parking Garage,158635,ELEC,PARKING_GARAGE,24 hours daily,E,Public,,False,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/06/05 00:00:00+00,,,100 Washinton Ave,Bremerton,98337,WA,US,47.563883,-122.624526,,,360-377-2877,P,,Non-Networked,0,4,0,4,,J1772,,Free,,GPS
-122.610742999596,48.5177680000626,593,Anacortes Public Parking,158636,ELEC,PARKING_GARAGE,24 hours daily,E,Public,,False,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/06/05 00:00:00+00,,,559 Q Ave,Anacortes,98221,WA,US,48.517768,-122.610743,,,360-293-1900,P,,Non-Networked,0,1,0,1,,J1772,,"$0.10 per kWh; parking fee",,GPS
-122.898532999997,46.1432609999323,594,Panera Bread - Tesla Supercharger,158651,ELEC,RESTAURANT,24 hours daily,E,Public,,,,2023/07/01 00:00:00+00,2023/07/14 19:41:28+00,2020/06/11 00:00:00+00,,,207 Three Rivers Drive,Kelso,98626,WA,US,46.143261,-122.898533,,,877-798-3752,P,11117,Tesla,0,0,12,12,,Tesla,https://www.tesla.com/supercharger,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",,GPS
-122.193235000154,47.6114560000022,595,ATRIUM GARAGE ATRIUM GARAGE,162808,ELEC,,24 hours daily,E,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:58:14+00,2020/06/12 00:00:00+00,,,110 110th Ave NE,Bellevue,98004,WA,US,47.611456,-122.193235,,,888-758-4389,,USCPIL94025,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.187280999689,47.5997570000232,596,BELLEFIELD MADRONA 1,162810,ELEC,,24 hours daily,E,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:58:11+00,2020/06/12 00:00:00+00,,,1300 114th Ave SE,Bellevue,98004,WA,US,47.599757,-122.187281,,,888-758-4389,,USCPIL93717,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.312343999895,47.7568960002675,597,SWD STATION  1 NORTH CITY #1,162814,ELEC,,24 hours daily,E,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:57:59+00,2020/06/12 00:00:00+00,,,1519 NE 177th St,Shoreline,98155,WA,US,47.756896,-122.312344,,,888-758-4389,,USCPIL91049,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.338026000231,47.6199699999034,598,202 WESTLAKE P1 STATION 01,162817,ELEC,,24 hours daily,T,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:57:48+00,2020/06/12 00:00:00+00,2022/09/09 00:00:00+00,,200 Westlake Ave N,Seattle,98109,WA,US,47.61997,-122.338026,,,888-758-4389,,USCPIL86491,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.475281000152,47.2269250000469,599,SWWA JATC TRAINING CTR #1,162836,ELEC,,"24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging",T,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:57:43+00,2020/06/12 00:00:00+00,2022/09/09 00:00:00+00,,3001 S 36th St,Tacoma,98409,WA,US,47.226925,-122.475281,,,888-758-4389,,USCPIL9774,ChargePoint Network,1,1,0,1,,"J1772, NEMA 5-15",http://www.chargepoint.com/,,,GPS
-122.333503999669,48.3991430000214,600,NW WA JATC CARPORT #1,162841,ELEC,,"24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging",T,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:57:42+00,2020/06/12 00:00:00+00,2022/09/09 00:00:00+00,,306 Anderson Rd,Mt Vernon,98273,WA,US,48.399143,-122.333504,,,888-758-4389,,USCPIL7459,ChargePoint Network,1,1,0,1,,"J1772, NEMA 5-15",http://www.chargepoint.com/,,,GPS
-122.593409999901,45.6499199997738,601,"Cafaro VANCOUVER PLAZA (Vancouver, WA)",163338,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:02:34+00,2020/06/13 00:00:00+00,,,7809 NE Vancouver Plaza Dr,Vancouver,98663,WA,US,45.64992,-122.59341,,,833-632-2778,,210214,Electrify America,0,0,4,4,,"CHAdeMO, CCS",https://www.electrifyamerica.com/,,,GPS
-122.90118699974,47.0353249998077,602,MOTORPOOL VISITOR CTR 2,163519,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:05+00,2020/06/20 00:00:00+00,2023/05/11 00:00:00+00,,103 Sid Snyder Ave SW,Olympia,98501,WA,US,47.035325,-122.901187,,,888-758-4389,,USCPIL5351951,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-117.905582999604,48.545492000164,603,City of Colville,163521,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:59:36+00,2020/06/20 00:00:00+00,,,202 N Main,Colville,99114,WA,US,48.545492,-117.905583,,,855-900-7584,,1174,SHELL_RECHARGE,0,2,0,2,,J1772,https://shellrecharge.com/en-us/solutions,,,200-9
-122.194314999705,47.4834860000615,604,Best Western Plus Renton Inn,163536,ELEC,,,E,Public,,,,2023/06/20 00:00:00+00,2023/06/20 00:11:01+00,2020/06/23 00:00:00+00,,,1850 Maple Valley Highway,Renton,98057,WA,US,47.483486,-122.194315,Parking Lot||,,888-998-2546,,465ba1dd-d734-8158-93cc-330000505976,Blink Network,0,1,0,1,,J1772,http://www.blinkcharging.com/,Free,,GPS
-122.899229000306,47.0382420000466,605,MOTORPOOL PRO ARTS 1,163684,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:28:48+00,2020/06/28 00:00:00+00,,,208 11th Ave SE,Olympia,98501,WA,US,47.038242,-122.899229,,,888-758-4389,,USCPIL5161031,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.548468000397,47.6052260002237,606,CIBO POINT WHITE DR,163737,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:27:15+00,2020/07/01 00:00:00+00,,,4569 Point White Dr. NE,Bainbridge Island,98110,WA,US,47.605226,-122.548468,,,888-758-4389,,USCPIL2357901,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.627001999589,47.6029919997177,607,Bremerton DCYF,163967,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:07:04+00,2020/06/26 00:00:00+00,,,4210 Wheaton Way Suite 101,Bremerton,98335,WA,US,47.602992,-122.627002,,,866-816-7584,,bcbde4fb-d71e-4c49-ac68-eaec2bcba96c,EV Connect,0,2,0,2,,J1772,http://evconnect.com/,,,GPS
-117.3538570003,47.7869520000258,608,Mead Chevron,163972,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:07:00+00,2020/06/26 00:00:00+00,,,3812 E Highland Rd,Mead,99021,WA,US,47.786952,-117.353857,,,866-816-7584,,0c588e15-15e5-407a-b5bc-cc518fced4d9,EV Connect,0,2,0,2,,J1772,http://evconnect.com/,,,GPS
-120.329836357007,47.3966479241016,609,Dry Gulch Trailhead,163989,ELEC,PARK,24 hours daily,E,Public,CREDIT_CARD_ALWAYS,False,"American Express, Discover, Debit, MasterCard, Visa",2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/02 00:00:00+00,,,Dry Gulch Rd,Wenatchee,98801,WA,US,47.3966479236055,-120.329836357147,,,509-667-9708,P,,Non-Networked,0,1,0,1,,J1772,,,,GPS
-120.312077999635,47.4274750001306,610,Wenatchee Convention Center,163990,ELEC,CONVENTION_CENTER,6am-10pm daily,E,Public,CREDIT_CARD_ALWAYS,False,"American Express, Discover, Debit, MasterCard, Visa",2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/02 00:00:00+00,,,121 N Wenatchee Ave,Wenatchee,98801,WA,US,47.427475,-120.312078,,,509-662-4411,P,,Non-Networked,0,2,0,2,,J1772,,Free,,GPS
-120.3230070004,47.4319450002626,611,Confluence Health - Stanley Building,163991,ELEC,HOSPITAL,24 hours daily,E,Public,CREDIT_CARD_ALWAYS,False,"American Express, Discover, Debit, MasterCard, Visa",2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/02 00:00:00+00,,,730 N Emerson Ave,Wenatchee,98801,WA,US,47.431945,-120.323007,,,509-663-8711,P,,Non-Networked,0,2,0,2,,J1772,,Free,,GPS
-120.322963000019,47.4329779998965,612,Confluence Health - Mares Building,163992,ELEC,HOSPITAL,24 hours daily,E,Public,CREDIT_CARD_ALWAYS,False,"American Express, Discover, Debit, MasterCard, Visa",2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/02 00:00:00+00,,,820 N Chelan Ave,Wenatchee,98801,WA,US,47.432978,-120.322963,,,509-663-8711,P,,Non-Networked,0,2,0,2,,J1772,,Free,,GPS
-120.322576000405,47.406468999815,613,Confluence Health - Central Washington Hospital,163993,ELEC,HOSPITAL,24 hours daily,E,Public,CREDIT_CARD_ALWAYS,False,"American Express, Discover, Debit, MasterCard, Visa",2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/02 00:00:00+00,,,933 Red Apple Rd,Wenatchee,98801,WA,US,47.406469,-120.322576,,,509-663-8711,P,,Non-Networked,0,2,0,2,,J1772,,,,GPS
-120.323973000147,47.4076490002813,614,Confluence Health - Central Washington Hospital Parking Garage,163994,ELEC,HOSPITAL,24 hours daily,E,Public,CREDIT_CARD_ALWAYS,False,"American Express, Discover, Debit, MasterCard, Visa",2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/02 00:00:00+00,,,1201 S Miller St,Wenatchee,98801,WA,US,47.407649,-120.323973,,,509-663-8711,P,,Non-Networked,0,12,0,12,,J1772,,Free,,GPS
-122.320280000084,47.6160010002264,615,BROADWAY BLDG STATION 1,164082,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:41+00,2020/07/09 00:00:00+00,,,1641 Nagle Pl,Seattle,98122,WA,US,47.616001,-122.32028,,,888-758-4389,,USCPIL5372071,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-118.361360000006,46.0110320001907,616,CAPRIO CELLARS STATION 1,164160,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:23:22+00,2020/07/11 00:00:00+00,,,1615 Whiteley Rd,Walla Walla,99362,WA,US,46.011032,-118.36136,,,888-758-4389,,USCPIL1978891,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.936180000267,47.0454500002749,617,"Cafaro TARGET PLACE PLAZA (OLYMPIA, WA)",164163,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:03:30+00,2020/07/11 00:00:00+00,,,2925 Harrison Ave NW,Olympia,98502,WA,US,47.04545,-122.93618,,,833-632-2778,,210228,Electrify America,0,0,4,4,,"CHAdeMO, CCS",https://www.electrifyamerica.com/,,,GPS
-122.191481999861,47.7676869999294,618,Village at Beardslee Crossing - Tesla Supercharger,164168,ELEC,SHOPPING_MALL,24 hours daily,E,Public,,,,2023/07/01 00:00:00+00,2023/07/14 19:41:28+00,2020/07/10 00:00:00+00,,,19128 112th Avenue NE,Bothell,98011,WA,US,47.767687,-122.191482,,,877-798-3752,P,10856,Tesla,0,0,10,10,,Tesla,https://www.tesla.com/supercharger,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",,GPS
-118.342310000002,46.0625969998146,619,Providence St. Mary Medical Center - Walla Walla,164193,ELEC,HOSPITAL,24 hours daily,E,Public,,False,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/10 00:00:00+00,,,401 W Poplar St,Walla Walla,99362,WA,US,46.062597,-118.34231,,,509-897-3320,P,,Non-Networked,0,2,0,2,,J1772,,Free,,GPS
-122.109155999853,47.9383120002499,620,KOZ WEAVER WEAVER RD RIGHT,164277,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:23+00,2020/07/16 00:00:00+00,,,1925 Weaver Rd,Snohomish,98290,WA,US,47.938312,-122.109156,,,888-758-4389,,USCPIL5360941,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.751839999664,48.9952549998088,621,BLAINE STATION 1,164278,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:04+00,2020/07/16 00:00:00+00,,,639-699 Peace Portal Dr,Blaine,98230,WA,US,48.995255,-122.75184,,,888-758-4389,,USCPIL5350981,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.324733000151,47.6058880001063,622,600NINTH 600NINTH,164339,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:59+00,2020/07/17 00:00:00+00,,,600 9th Ave,Seattle,98104,WA,US,47.605888,-122.324733,,,888-758-4389,,USCPIL5384321,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.480700999792,48.7472870002351,623,GARAGE SOUTH LOT,164392,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:10+00,2020/07/21 00:00:00+00,,,1100 Railroad Ave,Bellingham,98225,WA,US,48.747287,-122.480701,,,888-758-4389,,USCPIL5355201,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.206519000013,47.6575299999735,624,P-3000 Garage at Carillon Point,164476,ELEC,,,E,Public,,,,2023/06/20 00:00:00+00,2023/06/20 00:11:05+00,2020/07/24 00:00:00+00,,,3000 Carillon Point,Kirkland,98033,WA,US,47.65753,-122.206519,Unit here is currently under repair||,,888-998-2546,,465ba1dd-d734-8158-93cc-330000197383,Blink Network,0,2,0,2,,J1772,http://www.blinkcharging.com/,Free,,GPS
-122.206519000013,47.6575299999735,625,P-2000 Garage at Carillon Point,164477,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:03:02+00,2020/07/24 00:00:00+00,,,2000 Carillon Point,Kirkland,98033,WA,US,47.65753,-122.206519,,,888-998-2546,,465ba1dd-d734-8158-93cc-330000197382,Blink Network,0,2,0,2,,J1772,http://www.blinkcharging.com/,Free,,GPS
-122.205253999617,47.6553269997928,626,P-4000 Garage at Carillon Point,164479,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:02:18+00,2020/07/24 00:00:00+00,,,4000 Carillon Point,Kirkland,98033,WA,US,47.655327,-122.205254,Unit here is under repairs||,,888-998-2546,,465ba1dd-d734-8158-93cc-330000197384,Blink Network,0,1,0,1,,J1772,http://www.blinkcharging.com/,Free,,GPS
-122.293950000017,47.4317360001124,627,CI&S COUNTRY INN #1,164536,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:28:14+00,2020/07/25 00:00:00+00,,,3100 S 192nd St,SeaTac,98188,WA,US,47.431736,-122.29395,,,888-758-4389,,USCPIL3892851,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.302389000172,47.6489340000558,628,University of Washington - Husky Stadium,164565,ELEC,COLLEGE_CAMPUS,"24 hours daily; UW permit required 6am to 9pm M-F and 7am-12pm on Saturdays; 2 hour time limit",E,Public,,True,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/24 00:00:00+00,,,3800 Montlake Blvd NE,Seattle,98195,WA,US,47.648934,-122.302389,,,206-221-3701,P,,Non-Networked,0,2,0,2,,J1772,,,,GPS
-122.310851999718,47.6500720001786,629,University of Washington - Parking Area S1,164566,ELEC,COLLEGE_CAMPUS,"24 hours daily; UW permit required; 2 hour time limit",E,Public,,True,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/24 00:00:00+00,,,3500 Columbia Rd,Seattle,98195,WA,US,47.650072,-122.310852,,,206-221-3701,P,,Non-Networked,0,1,0,1,,J1772,,,,GPS
-122.313914999715,47.6530469999883,630,University of Washington - Portage Bay Garage,164567,ELEC,COLLEGE_CAMPUS,"24 hours daily; UW permit required; 2 hour time limit",E,Public,,True,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/24 00:00:00+00,,,3740 Brooklyn Ave NE,Seattle,98105,WA,US,47.653047,-122.313915,,,206-221-3701,P,,Non-Networked,0,4,0,4,,J1772,,Parking fee,,GPS
-122.311625999844,47.6568320001465,631,University of Washington - Central Plaza Garage,164568,ELEC,COLLEGE_CAMPUS,"24 hours daily; UW permit required; 2 hour time limit",E,Public,,True,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/24 00:00:00+00,,,4100 15th Ave NE,Seattle,98105,WA,US,47.656832,-122.311626,,,206-221-3701,P,,Non-Networked,0,5,0,5,,J1772,,Parking fee,,GPS
-122.30921399995,47.6589869997231,632,University of Washington - Parking Area N2,164569,ELEC,COLLEGE_CAMPUS,"24 hours daily; UW permit required; 2 hour time limit",E,Public,,True,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/24 00:00:00+00,,,4224 Memorial Way NE,Seattle,98105,WA,US,47.658987,-122.309214,,,206-221-3701,P,,Non-Networked,0,1,0,1,,J1772,,,,GPS
-122.309085999904,47.6603110001713,633,University of Washington - Parking Area N5,164570,ELEC,COLLEGE_CAMPUS,"24 hours daily; parking permit required; 2 hour time limit",E,Public,,True,,2023/01/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/24 00:00:00+00,,,4324 Memorial Way NE,Seattle,98105,WA,US,47.660311,-122.309086,,,206-221-3701,P,,Non-Networked,0,1,0,1,,J1772,,"Free for UW permit holders; $4 per hour for non-permit holders",,GPS
-122.315595000213,47.6606959998629,634,University of Washington - Parking Area W46,164571,ELEC,COLLEGE_CAMPUS,"24 hours daily; UW permit required; 2 hour time limit",E,Public,,True,,2022/08/10 00:00:00+00,2023/02/14 15:54:11+00,2020/07/24 00:00:00+00,,,4317 12th Ave NE,Seattle,98105,WA,US,47.660696,-122.315595,,,206-221-3701,P,,Non-Networked,0,2,0,2,,J1772,,,,GPS
